Filer_ID,Filer_NamL,Report_Num,Committee_Type,Rpt_Date,From_Date,Thru_Date,Elect_Date,tblCover_Office_Cd,tblCover_Offic_Dscr,Rec_Type,Form_Type,Line_Item,Amount_A,Amount_B,Amount_C
1329883,"San Jose Fiscal Reforms, Mayor Reed, Chamber PAC and Issues Mobilization PAC Proponents",000,CTL,41821,41640,41820,,,,SMRY,F460,11,42610.17,42610.17,
1329883,"San Jose Fiscal Reforms, Mayor Reed, Chamber PAC and Issues Mobilization PAC Proponents",000,CTL,41821,41640,41820,,,,SMRY,F460,12,13034.39,,
1329883,"San Jose Fiscal Reforms, Mayor Reed, Chamber PAC and Issues Mobilization PAC Proponents",000,CTL,41821,41640,41820,,,,SMRY,F460,13,35048.23,,
1329883,"San Jose Fiscal Reforms, Mayor Reed, Chamber PAC and Issues Mobilization PAC Proponents",000,CTL,41821,41640,41820,,,,SMRY,F460,14,0.37,,
1329883,"San Jose Fiscal Reforms, Mayor Reed, Chamber PAC and Issues Mobilization PAC Proponents",000,CTL,41821,41640,41820,,,,SMRY,F460,15,42610.17,,
1329883,"San Jose Fiscal Reforms, Mayor Reed, Chamber PAC and Issues Mobilization PAC Proponents",000,CTL,41821,41640,41820,,,,SMRY,F460,16,5472.82,,
1329883,"San Jose Fiscal Reforms, Mayor Reed, Chamber PAC and Issues Mobilization PAC Proponents",000,CTL,41821,41640,41820,,,,SMRY,F460,17,0.00,,
1329883,"San Jose Fiscal Reforms, Mayor Reed, Chamber PAC and Issues Mobilization PAC Proponents",000,CTL,41821,41640,41820,,,,SMRY,F460,18,0.00,,
1329883,"San Jose Fiscal Reforms, Mayor Reed, Chamber PAC and Issues Mobilization PAC Proponents",000,CTL,41821,41640,41820,,,,SMRY,F460,19,0.00,,
1329883,"San Jose Fiscal Reforms, Mayor Reed, Chamber PAC and Issues Mobilization PAC Proponents",000,CTL,41821,41640,41820,,,,SMRY,A,1,35048.23,,
1329883,"San Jose Fiscal Reforms, Mayor Reed, Chamber PAC and Issues Mobilization PAC Proponents",000,CTL,41821,41640,41820,,,,SMRY,A,2,0.00,,
1329883,"San Jose Fiscal Reforms, Mayor Reed, Chamber PAC and Issues Mobilization PAC Proponents",000,CTL,41821,41640,41820,,,,SMRY,A,3,35048.23,,
1329883,"San Jose Fiscal Reforms, Mayor Reed, Chamber PAC and Issues Mobilization PAC Proponents",000,CTL,41821,41640,41820,,,,SMRY,B1,1,0.00,,
1329883,"San Jose Fiscal Reforms, Mayor Reed, Chamber PAC and Issues Mobilization PAC Proponents",000,CTL,41821,41640,41820,,,,SMRY,B1,2,0.00,,
1329883,"San Jose Fiscal Reforms, Mayor Reed, Chamber PAC and Issues Mobilization PAC Proponents",000,CTL,41821,41640,41820,,,,SMRY,B1,3,0.00,,
1329883,"San Jose Fiscal Reforms, Mayor Reed, Chamber PAC and Issues Mobilization PAC Proponents",000,CTL,41821,41640,41820,,,,SMRY,C,1,0.00,,
1329883,"San Jose Fiscal Reforms, Mayor Reed, Chamber PAC and Issues Mobilization PAC Proponents",000,CTL,41821,41640,41820,,,,SMRY,C,2,0.00,,
1329883,"San Jose Fiscal Reforms, Mayor Reed, Chamber PAC and Issues Mobilization PAC Proponents",000,CTL,41821,41640,41820,,,,SMRY,C,3,0.00,,
1329883,"San Jose Fiscal Reforms, Mayor Reed, Chamber PAC and Issues Mobilization PAC Proponents",000,CTL,41821,41640,41820,,,,SMRY,D,1,0.00,,
1329883,"San Jose Fiscal Reforms, Mayor Reed, Chamber PAC and Issues Mobilization PAC Proponents",000,CTL,41821,41640,41820,,,,SMRY,D,2,0.00,,
1329883,"San Jose Fiscal Reforms, Mayor Reed, Chamber PAC and Issues Mobilization PAC Proponents",000,CTL,41821,41640,41820,,,,SMRY,D,3,0.00,,
1329883,"San Jose Fiscal Reforms, Mayor Reed, Chamber PAC and Issues Mobilization PAC Proponents",000,CTL,41821,41640,41820,,,,SMRY,E,1,42610.17,,
1329883,"San Jose Fiscal Reforms, Mayor Reed, Chamber PAC and Issues Mobilization PAC Proponents",000,CTL,41821,41640,41820,,,,SMRY,E,2,0.00,,
1329883,"San Jose Fiscal Reforms, Mayor Reed, Chamber PAC and Issues Mobilization PAC Proponents",000,CTL,41821,41640,41820,,,,SMRY,E,3,0.00,,
1329883,"San Jose Fiscal Reforms, Mayor Reed, Chamber PAC and Issues Mobilization PAC Proponents",000,CTL,41821,41640,41820,,,,SMRY,E,4,42610.17,,
1329883,"San Jose Fiscal Reforms, Mayor Reed, Chamber PAC and Issues Mobilization PAC Proponents",000,CTL,41821,41640,41820,,,,SMRY,F,1,0.00,,
1329883,"San Jose Fiscal Reforms, Mayor Reed, Chamber PAC and Issues Mobilization PAC Proponents",000,CTL,41821,41640,41820,,,,SMRY,F,2,0.00,,
1329883,"San Jose Fiscal Reforms, Mayor Reed, Chamber PAC and Issues Mobilization PAC Proponents",000,CTL,41821,41640,41820,,,,SMRY,F,3,0.00,,
1329883,"San Jose Fiscal Reforms, Mayor Reed, Chamber PAC and Issues Mobilization PAC Proponents",000,CTL,41821,41640,41820,,,,SMRY,H,1,0.00,,
1329883,"San Jose Fiscal Reforms, Mayor Reed, Chamber PAC and Issues Mobilization PAC Proponents",000,CTL,41821,41640,41820,,,,SMRY,H,2,0.00,,
1329883,"San Jose Fiscal Reforms, Mayor Reed, Chamber PAC and Issues Mobilization PAC Proponents",000,CTL,41821,41640,41820,,,,SMRY,H,3,0.00,,
1329883,"San Jose Fiscal Reforms, Mayor Reed, Chamber PAC and Issues Mobilization PAC Proponents",000,CTL,41821,41640,41820,,,,SMRY,I,1,0.37,,
1329883,"San Jose Fiscal Reforms, Mayor Reed, Chamber PAC and Issues Mobilization PAC Proponents",000,CTL,41821,41640,41820,,,,SMRY,I,2,0.00,,
1329883,"San Jose Fiscal Reforms, Mayor Reed, Chamber PAC and Issues Mobilization PAC Proponents",000,CTL,41821,41640,41820,,,,SMRY,I,3,0.00,,
1329883,"San Jose Fiscal Reforms, Mayor Reed, Chamber PAC and Issues Mobilization PAC Proponents",000,CTL,41821,41640,41820,,,,SMRY,I,4,0.37,,
1362126,Raul Peralez for City Council 2014,001,CTL,41822,41716,41776,41793,,,SMRY,F460,1,13214.32,42145.31,
1362126,Raul Peralez for City Council 2014,001,CTL,41822,41716,41776,41793,,,SMRY,F460,2,0.00,1500.00,
1362126,Raul Peralez for City Council 2014,001,CTL,41822,41716,41776,41793,,,SMRY,F460,3,13214.32,43645.31,
1362126,Raul Peralez for City Council 2014,001,CTL,41822,41716,41776,41793,,,SMRY,F460,4,300.00,1401.07,
1362126,Raul Peralez for City Council 2014,001,CTL,41822,41716,41776,41793,,,SMRY,F460,5,13514.32,45046.38,
1362126,Raul Peralez for City Council 2014,001,CTL,41822,41716,41776,41793,,,SMRY,F460,6,26571.10,33996.75,
1362126,Raul Peralez for City Council 2014,001,CTL,41822,41716,41776,41793,,,SMRY,F460,7,0.00,0.00,
1362126,Raul Peralez for City Council 2014,001,CTL,41822,41716,41776,41793,,,SMRY,F460,8,26571.10,33996.75,
1362126,Raul Peralez for City Council 2014,001,CTL,41822,41716,41776,41793,,,SMRY,F460,9,0.00,0.00,
1362126,Raul Peralez for City Council 2014,001,CTL,41822,41716,41776,41793,,,SMRY,F460,10,300.00,1401.07,
1362126,Raul Peralez for City Council 2014,001,CTL,41822,41716,41776,41793,,,SMRY,F460,11,26871.10,35397.82,
1362126,Raul Peralez for City Council 2014,001,CTL,41822,41716,41776,41793,,,SMRY,F460,12,36866.38,,
1362126,Raul Peralez for City Council 2014,001,CTL,41822,41716,41776,41793,,,SMRY,F460,13,13214.32,,
1362126,Raul Peralez for City Council 2014,001,CTL,41822,41716,41776,41793,,,SMRY,F460,14,0.00,,
1362126,Raul Peralez for City Council 2014,001,CTL,41822,41716,41776,41793,,,SMRY,F460,15,26571.10,,
1362126,Raul Peralez for City Council 2014,001,CTL,41822,41716,41776,41793,,,SMRY,F460,16,23509.60,,
1362126,Raul Peralez for City Council 2014,001,CTL,41822,41716,41776,41793,,,SMRY,F460,17,0.00,,
1362126,Raul Peralez for City Council 2014,001,CTL,41822,41716,41776,41793,,,SMRY,F460,18,0.00,,
1362126,Raul Peralez for City Council 2014,001,CTL,41822,41716,41776,41793,,,SMRY,F460,19,1500.00,,
1362126,Raul Peralez for City Council 2014,001,CTL,41822,41716,41776,41793,,,SMRY,A,1,13214.32,,
1362126,Raul Peralez for City Council 2014,001,CTL,41822,41716,41776,41793,,,SMRY,A,2,0.00,,
1362126,Raul Peralez for City Council 2014,001,CTL,41822,41716,41776,41793,,,SMRY,A,3,13214.32,,
1362126,Raul Peralez for City Council 2014,001,CTL,41822,41716,41776,41793,,,SMRY,B1,1,0.00,,
1362126,Raul Peralez for City Council 2014,001,CTL,41822,41716,41776,41793,,,SMRY,B1,2,0.00,,
1362126,Raul Peralez for City Council 2014,001,CTL,41822,41716,41776,41793,,,SMRY,B1,3,0.00,,
1362126,Raul Peralez for City Council 2014,001,CTL,41822,41716,41776,41793,,,SMRY,C,1,300.00,,
1362126,Raul Peralez for City Council 2014,001,CTL,41822,41716,41776,41793,,,SMRY,C,2,0.00,,
1362126,Raul Peralez for City Council 2014,001,CTL,41822,41716,41776,41793,,,SMRY,C,3,300.00,,
1362126,Raul Peralez for City Council 2014,001,CTL,41822,41716,41776,41793,,,SMRY,D,1,0.00,,
1362126,Raul Peralez for City Council 2014,001,CTL,41822,41716,41776,41793,,,SMRY,D,2,0.00,,
1362126,Raul Peralez for City Council 2014,001,CTL,41822,41716,41776,41793,,,SMRY,D,3,0.00,,
1362126,Raul Peralez for City Council 2014,001,CTL,41822,41716,41776,41793,,,SMRY,E,1,26571.10,,
1362126,Raul Peralez for City Council 2014,001,CTL,41822,41716,41776,41793,,,SMRY,E,2,0.00,,
1362126,Raul Peralez for City Council 2014,001,CTL,41822,41716,41776,41793,,,SMRY,E,3,0.00,,
1362126,Raul Peralez for City Council 2014,001,CTL,41822,41716,41776,41793,,,SMRY,E,4,26571.10,,
1362126,Raul Peralez for City Council 2014,001,CTL,41822,41716,41776,41793,,,SMRY,F,1,0.00,,
1362126,Raul Peralez for City Council 2014,001,CTL,41822,41716,41776,41793,,,SMRY,F,2,0.00,,
1362126,Raul Peralez for City Council 2014,001,CTL,41822,41716,41776,41793,,,SMRY,F,3,0.00,,
1362126,Raul Peralez for City Council 2014,001,CTL,41822,41716,41776,41793,,,SMRY,H,1,0.00,,
1362126,Raul Peralez for City Council 2014,001,CTL,41822,41716,41776,41793,,,SMRY,H,2,0.00,,
1362126,Raul Peralez for City Council 2014,001,CTL,41822,41716,41776,41793,,,SMRY,H,3,0.00,,
1362126,Raul Peralez for City Council 2014,001,CTL,41822,41716,41776,41793,,,SMRY,I,1,0.00,,
1362126,Raul Peralez for City Council 2014,001,CTL,41822,41716,41776,41793,,,SMRY,I,2,0.00,,
1362126,Raul Peralez for City Council 2014,001,CTL,41822,41716,41776,41793,,,SMRY,I,3,0.00,,
1362126,Raul Peralez for City Council 2014,001,CTL,41822,41716,41776,41793,,,SMRY,I,4,0.00,,
1362278,Donald Rocha for San Jose City Council 2014,002,CTL,41817,41716,41776,41793,,,SMRY,F460,1,19225.00,37165.00,
1362278,Donald Rocha for San Jose City Council 2014,002,CTL,41817,41716,41776,41793,,,SMRY,F460,2,0.00,0.00,
1362278,Donald Rocha for San Jose City Council 2014,002,CTL,41817,41716,41776,41793,,,SMRY,F460,3,19225.00,37165.00,
1362278,Donald Rocha for San Jose City Council 2014,002,CTL,41817,41716,41776,41793,,,SMRY,F460,4,0.00,327.00,
1362278,Donald Rocha for San Jose City Council 2014,002,CTL,41817,41716,41776,41793,,,SMRY,F460,5,19225.00,37492.00,
1362278,Donald Rocha for San Jose City Council 2014,002,CTL,41817,41716,41776,41793,,,SMRY,F460,6,33048.31,34028.24,
1362278,Donald Rocha for San Jose City Council 2014,002,CTL,41817,41716,41776,41793,,,SMRY,F460,7,0.00,0.00,
1362278,Donald Rocha for San Jose City Council 2014,002,CTL,41817,41716,41776,41793,,,SMRY,F460,8,33048.31,34028.24,
1362278,Donald Rocha for San Jose City Council 2014,002,CTL,41817,41716,41776,41793,,,SMRY,F460,9,12802.71,15562.31,
1362278,Donald Rocha for San Jose City Council 2014,002,CTL,41817,41716,41776,41793,,,SMRY,F460,10,0.00,327.00,
1362278,Donald Rocha for San Jose City Council 2014,002,CTL,41817,41716,41776,41793,,,SMRY,F460,11,45851.02,49917.55,
1362278,Donald Rocha for San Jose City Council 2014,002,CTL,41817,41716,41776,41793,,,SMRY,F460,12,30118.30,,
1362278,Donald Rocha for San Jose City Council 2014,002,CTL,41817,41716,41776,41793,,,SMRY,F460,13,19225.00,,
1362278,Donald Rocha for San Jose City Council 2014,002,CTL,41817,41716,41776,41793,,,SMRY,F460,14,0.48,,
1362278,Donald Rocha for San Jose City Council 2014,002,CTL,41817,41716,41776,41793,,,SMRY,F460,15,33048.31,,
1362278,Donald Rocha for San Jose City Council 2014,002,CTL,41817,41716,41776,41793,,,SMRY,F460,16,16295.47,,
1362278,Donald Rocha for San Jose City Council 2014,002,CTL,41817,41716,41776,41793,,,SMRY,F460,17,0.00,,
1362278,Donald Rocha for San Jose City Council 2014,002,CTL,41817,41716,41776,41793,,,SMRY,F460,18,0.00,,
1362278,Donald Rocha for San Jose City Council 2014,002,CTL,41817,41716,41776,41793,,,SMRY,F460,19,15562.31,,
1362278,Donald Rocha for San Jose City Council 2014,002,CTL,41817,41716,41776,41793,,,SMRY,A,1,19225.00,,
1362278,Donald Rocha for San Jose City Council 2014,002,CTL,41817,41716,41776,41793,,,SMRY,A,2,0.00,,
1362278,Donald Rocha for San Jose City Council 2014,002,CTL,41817,41716,41776,41793,,,SMRY,A,3,19225.00,,
1362278,Donald Rocha for San Jose City Council 2014,002,CTL,41817,41716,41776,41793,,,SMRY,B1,1,0.00,,
1362278,Donald Rocha for San Jose City Council 2014,002,CTL,41817,41716,41776,41793,,,SMRY,B1,2,0.00,,
1362278,Donald Rocha for San Jose City Council 2014,002,CTL,41817,41716,41776,41793,,,SMRY,B1,3,0.00,,
1362278,Donald Rocha for San Jose City Council 2014,002,CTL,41817,41716,41776,41793,,,SMRY,C,1,0.00,,
1362278,Donald Rocha for San Jose City Council 2014,002,CTL,41817,41716,41776,41793,,,SMRY,C,2,0.00,,
1362278,Donald Rocha for San Jose City Council 2014,002,CTL,41817,41716,41776,41793,,,SMRY,C,3,0.00,,
1362278,Donald Rocha for San Jose City Council 2014,002,CTL,41817,41716,41776,41793,,,SMRY,D,1,0.00,,
1362278,Donald Rocha for San Jose City Council 2014,002,CTL,41817,41716,41776,41793,,,SMRY,D,2,0.00,,
1362278,Donald Rocha for San Jose City Council 2014,002,CTL,41817,41716,41776,41793,,,SMRY,D,3,0.00,,
1362278,Donald Rocha for San Jose City Council 2014,002,CTL,41817,41716,41776,41793,,,SMRY,E,1,33048.31,,
1362278,Donald Rocha for San Jose City Council 2014,002,CTL,41817,41716,41776,41793,,,SMRY,E,2,0.00,,
1362278,Donald Rocha for San Jose City Council 2014,002,CTL,41817,41716,41776,41793,,,SMRY,E,3,0.00,,
1362278,Donald Rocha for San Jose City Council 2014,002,CTL,41817,41716,41776,41793,,,SMRY,E,4,33048.31,,
1362278,Donald Rocha for San Jose City Council 2014,002,CTL,41817,41716,41776,41793,,,SMRY,F,1,15562.31,,
1362278,Donald Rocha for San Jose City Council 2014,002,CTL,41817,41716,41776,41793,,,SMRY,F,2,2759.60,,
1362278,Donald Rocha for San Jose City Council 2014,002,CTL,41817,41716,41776,41793,,,SMRY,F,3,12802.71,,
1362278,Donald Rocha for San Jose City Council 2014,002,CTL,41817,41716,41776,41793,,,SMRY,H,1,0.00,,
1362278,Donald Rocha for San Jose City Council 2014,002,CTL,41817,41716,41776,41793,,,SMRY,H,2,0.00,,
1362278,Donald Rocha for San Jose City Council 2014,002,CTL,41817,41716,41776,41793,,,SMRY,H,3,0.00,,
1362278,Donald Rocha for San Jose City Council 2014,002,CTL,41817,41716,41776,41793,,,SMRY,I,1,0.48,,
1362278,Donald Rocha for San Jose City Council 2014,002,CTL,41817,41716,41776,41793,,,SMRY,I,2,0.00,,
1362278,Donald Rocha for San Jose City Council 2014,002,CTL,41817,41716,41776,41793,,,SMRY,I,3,0.00,,
1362278,Donald Rocha for San Jose City Council 2014,002,CTL,41817,41716,41776,41793,,,SMRY,I,4,0.48,,
1362278,Donald Rocha for San Jose City Council 2014,000,CTL,41817,41777,41817,41793,,,SMRY,F460,1,3640.00,40805.00,
1362278,Donald Rocha for San Jose City Council 2014,000,CTL,41817,41777,41817,41793,,,SMRY,F460,2,0.00,0.00,
1362278,Donald Rocha for San Jose City Council 2014,000,CTL,41817,41777,41817,41793,,,SMRY,F460,3,3640.00,40805.00,
1362278,Donald Rocha for San Jose City Council 2014,000,CTL,41817,41777,41817,41793,,,SMRY,F460,4,0.00,327.00,
1362278,Donald Rocha for San Jose City Council 2014,000,CTL,41817,41777,41817,41793,,,SMRY,F460,5,3640.00,41132.00,
1362278,Donald Rocha for San Jose City Council 2014,000,CTL,41817,41777,41817,41793,,,SMRY,F460,6,19935.55,53963.79,
1362278,Donald Rocha for San Jose City Council 2014,000,CTL,41817,41777,41817,41793,,,SMRY,F460,7,0.00,0.00,
1362278,Donald Rocha for San Jose City Council 2014,000,CTL,41817,41777,41817,41793,,,SMRY,F460,8,19935.55,53963.79,
1362278,Donald Rocha for San Jose City Council 2014,000,CTL,41817,41777,41817,41793,,,SMRY,F460,9,-15562.31,0.00,
1362278,Donald Rocha for San Jose City Council 2014,000,CTL,41817,41777,41817,41793,,,SMRY,F460,10,0.00,327.00,
1362278,Donald Rocha for San Jose City Council 2014,000,CTL,41817,41777,41817,41793,,,SMRY,F460,11,4373.24,54290.79,
1362278,Donald Rocha for San Jose City Council 2014,000,CTL,41817,41777,41817,41793,,,SMRY,F460,12,16295.47,,
1362278,Donald Rocha for San Jose City Council 2014,000,CTL,41817,41777,41817,41793,,,SMRY,F460,13,3640.00,,
1362278,Donald Rocha for San Jose City Council 2014,000,CTL,41817,41777,41817,41793,,,SMRY,F460,14,0.08,,
1362278,Donald Rocha for San Jose City Council 2014,000,CTL,41817,41777,41817,41793,,,SMRY,F460,15,19935.55,,
1362278,Donald Rocha for San Jose City Council 2014,000,CTL,41817,41777,41817,41793,,,SMRY,F460,16,0.00,,
1362278,Donald Rocha for San Jose City Council 2014,000,CTL,41817,41777,41817,41793,,,SMRY,F460,17,0.00,,
1362278,Donald Rocha for San Jose City Council 2014,000,CTL,41817,41777,41817,41793,,,SMRY,F460,18,0.00,,
1362278,Donald Rocha for San Jose City Council 2014,000,CTL,41817,41777,41817,41793,,,SMRY,F460,19,0.00,,
1362278,Donald Rocha for San Jose City Council 2014,000,CTL,41817,41777,41817,41793,,,SMRY,A,1,3640.00,,
1362278,Donald Rocha for San Jose City Council 2014,000,CTL,41817,41777,41817,41793,,,SMRY,A,2,0.00,,
1362278,Donald Rocha for San Jose City Council 2014,000,CTL,41817,41777,41817,41793,,,SMRY,A,3,3640.00,,
1362278,Donald Rocha for San Jose City Council 2014,000,CTL,41817,41777,41817,41793,,,SMRY,B1,1,0.00,,
1362278,Donald Rocha for San Jose City Council 2014,000,CTL,41817,41777,41817,41793,,,SMRY,B1,2,0.00,,
1362278,Donald Rocha for San Jose City Council 2014,000,CTL,41817,41777,41817,41793,,,SMRY,B1,3,0.00,,
1362278,Donald Rocha for San Jose City Council 2014,000,CTL,41817,41777,41817,41793,,,SMRY,C,1,0.00,,
1362278,Donald Rocha for San Jose City Council 2014,000,CTL,41817,41777,41817,41793,,,SMRY,C,2,0.00,,
1362278,Donald Rocha for San Jose City Council 2014,000,CTL,41817,41777,41817,41793,,,SMRY,C,3,0.00,,
1362278,Donald Rocha for San Jose City Council 2014,000,CTL,41817,41777,41817,41793,,,SMRY,D,1,0.00,,
1362278,Donald Rocha for San Jose City Council 2014,000,CTL,41817,41777,41817,41793,,,SMRY,D,2,0.00,,
1362278,Donald Rocha for San Jose City Council 2014,000,CTL,41817,41777,41817,41793,,,SMRY,D,3,0.00,,
1362278,Donald Rocha for San Jose City Council 2014,000,CTL,41817,41777,41817,41793,,,SMRY,E,1,19935.55,,
1362278,Donald Rocha for San Jose City Council 2014,000,CTL,41817,41777,41817,41793,,,SMRY,E,2,0.00,,
1362278,Donald Rocha for San Jose City Council 2014,000,CTL,41817,41777,41817,41793,,,SMRY,E,3,0.00,,
1362278,Donald Rocha for San Jose City Council 2014,000,CTL,41817,41777,41817,41793,,,SMRY,E,4,19935.55,,
1362278,Donald Rocha for San Jose City Council 2014,000,CTL,41817,41777,41817,41793,,,SMRY,F,1,0.00,,
1362278,Donald Rocha for San Jose City Council 2014,000,CTL,41817,41777,41817,41793,,,SMRY,F,2,15562.31,,
1362278,Donald Rocha for San Jose City Council 2014,000,CTL,41817,41777,41817,41793,,,SMRY,F,3,-15562.31,,
1362278,Donald Rocha for San Jose City Council 2014,000,CTL,41817,41777,41817,41793,,,SMRY,H,1,0.00,,
1362278,Donald Rocha for San Jose City Council 2014,000,CTL,41817,41777,41817,41793,,,SMRY,H,2,0.00,,
1362278,Donald Rocha for San Jose City Council 2014,000,CTL,41817,41777,41817,41793,,,SMRY,H,3,0.00,,
1362278,Donald Rocha for San Jose City Council 2014,000,CTL,41817,41777,41817,41793,,,SMRY,I,1,0.08,,
1362278,Donald Rocha for San Jose City Council 2014,000,CTL,41817,41777,41817,41793,,,SMRY,I,2,0.00,,
1362278,Donald Rocha for San Jose City Council 2014,000,CTL,41817,41777,41817,41793,,,SMRY,I,3,0.00,,
1362278,Donald Rocha for San Jose City Council 2014,000,CTL,41817,41777,41817,41793,,,SMRY,I,4,0.08,,
1362187,Dave Cortese for Mayor 2014,01,CAO,41816,41716,41776,41947,,,SMRY,F460,1,202731.68,391813.26,
1362187,Dave Cortese for Mayor 2014,01,CAO,41816,41716,41776,41947,,,SMRY,F460,2,0.00,10000.00,
1362187,Dave Cortese for Mayor 2014,01,CAO,41816,41716,41776,41947,,,SMRY,F460,3,202731.68,401813.26,
1362187,Dave Cortese for Mayor 2014,01,CAO,41816,41716,41776,41947,,,SMRY,F460,4,2160.00,2410.00,
1362187,Dave Cortese for Mayor 2014,01,CAO,41816,41716,41776,41947,,,SMRY,F460,5,204891.68,404223.26,
1362187,Dave Cortese for Mayor 2014,01,CAO,41816,41716,41776,41947,,,SMRY,F460,6,321167.93,424109.60,
1362187,Dave Cortese for Mayor 2014,01,CAO,41816,41716,41776,41947,,,SMRY,F460,7,0.00,0.00,
1362187,Dave Cortese for Mayor 2014,01,CAO,41816,41716,41776,41947,,,SMRY,F460,8,321167.93,424109.60,
1362187,Dave Cortese for Mayor 2014,01,CAO,41816,41716,41776,41947,,,SMRY,F460,9,0.00,0.00,
1362187,Dave Cortese for Mayor 2014,01,CAO,41816,41716,41776,41947,,,SMRY,F460,10,2160.00,2410.00,
1362187,Dave Cortese for Mayor 2014,01,CAO,41816,41716,41776,41947,,,SMRY,F460,11,323327.93,426519.60,
1362187,Dave Cortese for Mayor 2014,01,CAO,41816,41716,41776,41947,,,SMRY,F460,12,259281.78,,
1362187,Dave Cortese for Mayor 2014,01,CAO,41816,41716,41776,41947,,,SMRY,F460,13,202731.68,,
1362187,Dave Cortese for Mayor 2014,01,CAO,41816,41716,41776,41947,,,SMRY,F460,14,0.00,,
1362187,Dave Cortese for Mayor 2014,01,CAO,41816,41716,41776,41947,,,SMRY,F460,15,321167.93,,
1362187,Dave Cortese for Mayor 2014,01,CAO,41816,41716,41776,41947,,,SMRY,F460,16,140845.53,,
1362187,Dave Cortese for Mayor 2014,01,CAO,41816,41716,41776,41947,,,SMRY,F460,17,0.00,,
1362187,Dave Cortese for Mayor 2014,01,CAO,41816,41716,41776,41947,,,SMRY,F460,18,0.00,,
1362187,Dave Cortese for Mayor 2014,01,CAO,41816,41716,41776,41947,,,SMRY,F460,19,10000.00,,
1362187,Dave Cortese for Mayor 2014,01,CAO,41816,41716,41776,41947,,,SMRY,A,1,202731.68,,
1362187,Dave Cortese for Mayor 2014,01,CAO,41816,41716,41776,41947,,,SMRY,A,2,0.00,,
1362187,Dave Cortese for Mayor 2014,01,CAO,41816,41716,41776,41947,,,SMRY,A,3,202731.68,,
1362187,Dave Cortese for Mayor 2014,01,CAO,41816,41716,41776,41947,,,SMRY,B1,1,0.00,,
1362187,Dave Cortese for Mayor 2014,01,CAO,41816,41716,41776,41947,,,SMRY,B1,2,0.00,,
1362187,Dave Cortese for Mayor 2014,01,CAO,41816,41716,41776,41947,,,SMRY,B1,3,0.00,,
1362187,Dave Cortese for Mayor 2014,01,CAO,41816,41716,41776,41947,,,SMRY,C,1,2160.00,,
1362187,Dave Cortese for Mayor 2014,01,CAO,41816,41716,41776,41947,,,SMRY,C,2,0.00,,
1362187,Dave Cortese for Mayor 2014,01,CAO,41816,41716,41776,41947,,,SMRY,C,3,2160.00,,
1362187,Dave Cortese for Mayor 2014,01,CAO,41816,41716,41776,41947,,,SMRY,D,1,0.00,,
1362187,Dave Cortese for Mayor 2014,01,CAO,41816,41716,41776,41947,,,SMRY,D,2,0.00,,
1362187,Dave Cortese for Mayor 2014,01,CAO,41816,41716,41776,41947,,,SMRY,D,3,0.00,,
1362187,Dave Cortese for Mayor 2014,01,CAO,41816,41716,41776,41947,,,SMRY,E,1,321167.93,,
1362187,Dave Cortese for Mayor 2014,01,CAO,41816,41716,41776,41947,,,SMRY,E,2,0.00,,
1362187,Dave Cortese for Mayor 2014,01,CAO,41816,41716,41776,41947,,,SMRY,E,3,0.00,,
1362187,Dave Cortese for Mayor 2014,01,CAO,41816,41716,41776,41947,,,SMRY,E,4,321167.93,,
1362187,Dave Cortese for Mayor 2014,01,CAO,41816,41716,41776,41947,,,SMRY,F,1,0.00,,
1362187,Dave Cortese for Mayor 2014,01,CAO,41816,41716,41776,41947,,,SMRY,F,2,0.00,,
1362187,Dave Cortese for Mayor 2014,01,CAO,41816,41716,41776,41947,,,SMRY,F,3,0.00,,
1362187,Dave Cortese for Mayor 2014,01,CAO,41816,41716,41776,41947,,,SMRY,H,1,0.00,,
1362187,Dave Cortese for Mayor 2014,01,CAO,41816,41716,41776,41947,,,SMRY,H,2,0.00,,
1362187,Dave Cortese for Mayor 2014,01,CAO,41816,41716,41776,41947,,,SMRY,H,3,0.00,,
1362187,Dave Cortese for Mayor 2014,01,CAO,41816,41716,41776,41947,,,SMRY,I,1,0.00,,
1362187,Dave Cortese for Mayor 2014,01,CAO,41816,41716,41776,41947,,,SMRY,I,2,0.00,,
1362187,Dave Cortese for Mayor 2014,01,CAO,41816,41716,41776,41947,,,SMRY,I,3,0.00,,
1362187,Dave Cortese for Mayor 2014,01,CAO,41816,41716,41776,41947,,,SMRY,I,4,0.00,,
1362219,Magdalena Carrasco for City Council 2014,000,RCP,41815,41777,41796,,,,SMRY,F460,1,1800.00,32764.00,
1362219,Magdalena Carrasco for City Council 2014,000,RCP,41815,41777,41796,,,,SMRY,F460,2,0.00,0.00,
1362219,Magdalena Carrasco for City Council 2014,000,RCP,41815,41777,41796,,,,SMRY,F460,3,1800.00,32764.00,
1362219,Magdalena Carrasco for City Council 2014,000,RCP,41815,41777,41796,,,,SMRY,F460,4,0.00,0.00,
1362219,Magdalena Carrasco for City Council 2014,000,RCP,41815,41777,41796,,,,SMRY,F460,5,1800.00,32764.00,
1362219,Magdalena Carrasco for City Council 2014,000,RCP,41815,41777,41796,,,,SMRY,F460,6,18407.18,39754.80,
1362219,Magdalena Carrasco for City Council 2014,000,RCP,41815,41777,41796,,,,SMRY,F460,7,0.00,0.00,
